state_region,constituency,voters_elig,votes_cast,votes_adv,votes_total,votes_invalid,votes_lost,invalid_total,valid_total,turnout,party,party_votes,party_percent
Mandalay Region,Natogyi,154231,104566,4049,108615,4462,74,4536,104079,70.42%,Individual,877,0.84%
Mandalay Region,Natogyi,154231,104566,4049,108615,4462,74,4536,104079,70.42%,National League for Democracy (NLD),58319,56.03%
Mandalay Region,Kyaukpadaung,220620,144146,6267,150413,7507,111,7618,142795,68.18%,National Development Party,3583,2.51%
Mandalay Region,Kyaukpadaung,220620,144146,6267,150413,7507,111,7618,142795,68.18%,National League for Democracy (NLD),96223,67.39%
Mandalay Region,Kyaukpadaung,220620,144146,6267,150413,7507,111,7618,142795,68.18%,Union Solidarity and Development Party (USDP),42989,30.11%
Mandalay Region,Ngazun,95462,66310,3065,69375,4110,41,4151,65224,72.67%,United Democratic Party (UDP),447,0.69%
Mandalay Region,Ngazun,95462,66310,3065,69375,4110,41,4151,65224,72.67%,National Unity Party (NUP),1842,2.82%
Mandalay Region,Ngazun,95462,66310,3065,69375,4110,41,4151,65224,72.67%,National League for Democracy (NLD),46863,71.85%
Mandalay Region,Ngazun,95462,66310,3065,69375,4110,41,4151,65224,72.67%,National Development Party,1132,1.74%
Mandalay Region,Ngazun,95462,66310,3065,69375,4110,41,4151,65224,72.67%,Union Solidarity and Development Party (USDP),14940,22.91%
Mandalay Region,Nyaung-U,197735,136854,6286,143140,8144,89,8233,134907,72.39%,National League for Democracy (NLD),98978,73.37%
Mandalay Region,Nyaung-U,197735,136854,6286,143140,8144,89,8233,134907,72.39%,Union Solidarity and Development Party (USDP),32946,24.42%
Mandalay Region,Nyaung-U,197735,136854,6286,143140,8144,89,8233,134907,72.39%,National Development Party,2983,2.21%
Mandalay Region,Yamethin,182110,135020,6948,141968,8524,262,8786,133182,77.96%,Union Solidarity and Development Party (USDP),71924,54.00%
Mandalay Region,Yamethin,182110,135020,6948,141968,8524,262,8786,133182,77.96%,National League for Democracy (NLD),54743,41.10%
Mandalay Region,Yamethin,182110,135020,6948,141968,8524,262,8786,133182,77.96%,National Unity Party (NUP),6515,4.89%
Mandalay Region,Pyawbwe,194311,149055,6749,155804,9706,173,9879,145925,80.18%,National League for Democracy (NLD),57517,39.42%
Mandalay Region,Pyawbwe,194311,149055,6749,155804,9706,173,9879,145925,80.18%,National Unity Party (NUP),6026,4.13%
Mandalay Region,Pyawbwe,194311,149055,6749,155804,9706,173,9879,145925,80.18%,Union Solidarity and Development Party (USDP),82382,56.46%
Mandalay Region,Meiktila,259451,164646,10748,175394,11118,490,11608,163786,67.60%,United Democratic Party (UDP),3023,1.85%
Mandalay Region,Meiktila,259451,164646,10748,175394,11118,490,11608,163786,67.60%,National Democratic Force (NDF),5172,3.16%
Mandalay Region,Meiktila,259451,164646,10748,175394,11118,490,11608,163786,67.60%,Union Solidarity and Development Party (USDP),96314,58.80%
Mandalay Region,Meiktila,259451,164646,10748,175394,11118,490,11608,163786,67.60%,National League for Democracy (NLD),59277,36.19%
Mandalay Region,Mahlaing,126306,81625,4285,85910,4292,24,4316,81594,68.02%,Democratic Party for A New Society,3455,4.23%
Mandalay Region,Mahlaing,126306,81625,4285,85910,4292,24,4316,81594,68.02%,National League for Democracy (NLD),41674,51.07%
Mandalay Region,Mahlaing,126306,81625,4285,85910,4292,24,4316,81594,68.02%,National Democratic Force (NDF),2351,2.88%
Mandalay Region,Mahlaing,126306,81625,4285,85910,4292,24,4316,81594,68.02%,Union Solidarity and Development Party (USDP),34114,41.81%
Mandalay Region,Thazi,148155,105820,6030,111850,4390,725,5115,106735,75.50%,National League for Democracy (NLD),40480,37.93%
Mandalay Region,Thazi,148155,105820,6030,111850,4390,725,5115,106735,75.50%,National Development Party,6418,6.01%
Mandalay Region,Thazi,148155,105820,6030,111850,4390,725,5115,106735,75.50%,Union Solidarity and Development Party (USDP),59837,56.06%
Mandalay Region,Wundwin,175805,135708,5147,140855,8076,227,8303,132552,80.12%,National League for Democracy (NLD),74974,56.56%
Mandalay Region,Wundwin,175805,135708,5147,140855,8076,227,8303,132552,80.12%,National Democratic Force (NDF),3466,2.61%
Mandalay Region,Wundwin,175805,135708,5147,140855,8076,227,8303,132552,80.12%,National Unity Party (NUP),4355,3.29%
Mandalay Region,Wundwin,175805,135708,5147,140855,8076,227,8303,132552,80.12%,Union Solidarity and Development Party (USDP),49757,37.54%
Mandalay Region,Zay Yar Thi Ri,73060,54629,7638,62267,3754,31,3785,58482,85.23%,National League for Democracy (NLD),20856,35.66%
Mandalay Region,Zay Yar Thi Ri,73060,54629,7638,62267,3754,31,3785,58482,85.23%,Union Solidarity and Development Party (USDP),36704,62.76%
Mandalay Region,Zay Yar Thi Ri,73060,54629,7638,62267,3754,31,3785,58482,85.23%,National Unity Party (NUP),922,1.58%
Mandalay Region,Poke Ba Thi Ri,70697,52567,5891,58458,3205,58,3263,55195,82.69%,Individual,729,1.32%
Mandalay Region,Poke Ba Thi Ri,70697,52567,5891,58458,3205,58,3263,55195,82.69%,National League for Democracy (NLD),27321,49.50%
Mandalay Region,Poke Ba Thi Ri,70697,52567,5891,58458,3205,58,3263,55195,82.69%,Union Solidarity and Development Party (USDP),27145,49.18%
Mandalay Region,Oke Ta Ra Thi Ri,45631,32314,2160,34474,2163,9,2172,32302,75.55%,National League for Democracy (NLD),16914,52.36%
Mandalay Region,Oke Ta Ra Thi Ri,45631,32314,2160,34474,2163,9,2172,32302,75.55%,National Unity Party (NUP),1142,3.54%
Mandalay Region,Oke Ta Ra Thi Ri,45631,32314,2160,34474,2163,9,2172,32302,75.55%,Union Solidarity and Development Party (USDP),13706,42.43%
Mandalay Region,Oke Ta Ra Thi Ri,45631,32314,2160,34474,2163,9,2172,32302,75.55%,National Democratic Force (NDF),540,1.67%
Mandalay Region,Za Bu Thi Ri,59635,43618,4719,48337,1774,137,1911,46426,81.05%,National Unity Party (NUP),1023,2.20%
Mandalay Region,Za Bu Thi Ri,59635,43618,4719,48337,1774,137,1911,46426,81.05%,National League for Democracy (NLD),23750,51.16%
Mandalay Region,Za Bu Thi Ri,59635,43618,4719,48337,1774,137,1911,46426,81.05%,Union Solidarity and Development Party (USDP),21062,45.37%
Mandalay Region,Za Bu Thi Ri,59635,43618,4719,48337,1774,137,1911,46426,81.05%,National Democratic Force (NDF),591,1.27%
Mandalay Region,Det Khi Na Thi Ri,22433,17302,800,18102,1065,4,1069,17033,80.69%,National Unity Party (NUP),316,1.86%
Mandalay Region,Det Khi Na Thi Ri,22433,17302,800,18102,1065,4,1069,17033,80.69%,Union Solidarity and Development Party (USDP),7296,42.83%
Mandalay Region,Det Khi Na Thi Ri,22433,17302,800,18102,1065,4,1069,17033,80.69%,National League for Democracy (NLD),9421,55.31%
Mandalay Region,Pyinmana,121812,82078,5979,88057,5954,64,6018,82039,72.29%,National Democratic Force (NDF),1680,2.05%
Mandalay Region,Pyinmana,121812,82078,5979,88057,5954,64,6018,82039,72.29%,Myanmar National Congress Party,5049,6.15%
Mandalay Region,Pyinmana,121812,82078,5979,88057,5954,64,6018,82039,72.29%,Individual,9884,12.05%
Mandalay Region,Pyinmana,121812,82078,5979,88057,5954,64,6018,82039,72.29%,Union Solidarity and Development Party (USDP),18509,22.56%
Mandalay Region,Pyinmana,121812,82078,5979,88057,5954,64,6018,82039,72.29%,National Unity Party (NUP),1118,1.36%
Mandalay Region,Pyinmana,121812,82078,5979,88057,5954,64,6018,82039,72.29%,National League for Democracy (NLD),45799,55.83%
Mandalay Region,Tatkon,162428,114457,7138,121595,9041,97,9138,112457,74.86%,National League for Democracy (NLD),47424,42.17%
Mandalay Region,Tatkon,162428,114457,7138,121595,9041,97,9138,112457,74.86%,Individual,2373,2.11%
Mandalay Region,Tatkon,162428,114457,7138,121595,9041,97,9138,112457,74.86%,Union Solidarity and Development Party (USDP),39565,35.18%
Mandalay Region,Tatkon,162428,114457,7138,121595,9041,97,9138,112457,74.86%,Individual 2,19882,17.68%
Mandalay Region,Tatkon,162428,114457,7138,121595,9041,97,9138,112457,74.86%,National Unity Party (NUP),3213,2.86%
Mandalay Region,Lewe,196916,122203,7509,129712,4086,120,4206,125506,65.87%,National Democratic Force (NDF),6685,5.33%
Mandalay Region,Lewe,196916,122203,7509,129712,4086,120,4206,125506,65.87%,Union Solidarity and Development Party (USDP),44817,35.71%
Mandalay Region,Lewe,196916,122203,7509,129712,4086,120,4206,125506,65.87%,National Unity Party (NUP),5029,4.01%
Mandalay Region,Lewe,196916,122203,7509,129712,4086,120,4206,125506,65.87%,National League for Democracy (NLD),57439,45.77%
Mandalay Region,Lewe,196916,122203,7509,129712,4086,120,4206,125506,65.87%,Individual,11536,9.19%
Mon State,Mawlamyine,205372,112332,6444,118776,4161,408,4569,114207,57.83%,National League for Democracy (NLD),75151,65.80%
Mon State,Mawlamyine,205372,112332,6444,118776,4161,408,4569,114207,57.83%,Mon National Party,5817,5.09%
Mon State,Mawlamyine,205372,112332,6444,118776,4161,408,4569,114207,57.83%,Union Solidarity and Development Party (USDP),30212,26.45%
Mon State,Mawlamyine,205372,112332,6444,118776,4161,408,4569,114207,57.83%,Individual,1118,0.98%
Mon State,Mawlamyine,205372,112332,6444,118776,4161,408,4569,114207,57.83%,National Development Party,1909,1.67%
Mon State,Kyaikmaraw,157468,61717,6294,68011,5729,118,5847,62164,43.19%,National League for Democracy (NLD),21447,34.50%
Mon State,Kyaikmaraw,157468,61717,6294,68011,5729,118,5847,62164,43.19%,Phlone-Sqaw Democratic Party,2581,4.15%
Mon State,Kyaikmaraw,157468,61717,6294,68011,5729,118,5847,62164,43.19%,All Mon Regions Democracy Party,8000,12.87%
Mon State,Kyaikmaraw,157468,61717,6294,68011,5729,118,5847,62164,43.19%,Union Solidarity and Development Party (USDP),18019,28.99%
Mon State,Kyaikmaraw,157468,61717,6294,68011,5729,118,5847,62164,43.19%,National Democratic Force (NDF),1285,2.07%
Mon State,Kyaikmaraw,157468,61717,6294,68011,5729,118,5847,62164,43.19%,The 88 Generation Students Youth (Union of Myanmar),3428,5.51%
Mon State,Kyaikmaraw,157468,61717,6294,68011,5729,118,5847,62164,43.19%,Mon National Party,7404,11.91%
Mon State,Chaungzon,127249,51956,4617,56573,3190,89,3279,53294,44.46%,National League for Democracy (NLD),23580,44.25%
Mon State,Chaungzon,127249,51956,4617,56573,3190,89,3279,53294,44.46%,Mon National Party,2981,5.59%
Mon State,Chaungzon,127249,51956,4617,56573,3190,89,3279,53294,44.46%,Union Solidarity and Development Party (USDP),16613,31.17%
Mon State,Chaungzon,127249,51956,4617,56573,3190,89,3279,53294,44.46%,All Mon Regions Democracy Party,10120,18.99%
Mon State,Thanbyuzayat,124300,52880,4072,56952,3023,0,3023,53929,45.82%,National League for Democracy (NLD),23889,44.30%
Mon State,Thanbyuzayat,124300,52880,4072,56952,3023,0,3023,53929,45.82%,Individual,1645,3.05%
Mon State,Thanbyuzayat,124300,52880,4072,56952,3023,0,3023,53929,45.82%,Individual 2,2506,4.65%
Mon State,Thanbyuzayat,124300,52880,4072,56952,3023,0,3023,53929,45.82%,Mon National Party,9780,18.13%
Mon State,Thanbyuzayat,124300,52880,4072,56952,3023,0,3023,53929,45.82%,All Mon Regions Democracy Party,3109,5.76%
Mon State,Thanbyuzayat,124300,52880,4072,56952,3023,0,3023,53929,45.82%,Union Solidarity and Development Party (USDP),13000,24.11%
Mon State,Mudon,165376,70758,6078,76836,12752,161,12913,63923,46.46%,Union Solidarity and Development Party (USDP),14357,22.46%
Mon State,Mudon,165376,70758,6078,76836,12752,161,12913,63923,46.46%,Mon National Party,18127,28.36%
Mon State,Mudon,165376,70758,6078,76836,12752,161,12913,63923,46.46%,National League for Democracy (NLD),28663,44.84%
Mon State,Mudon,165376,70758,6078,76836,12752,161,12913,63923,46.46%,Women Party (Mon),892,1.40%
Mon State,Mudon,165376,70758,6078,76836,12752,161,12913,63923,46.46%,All Mon Regions Democracy Party,0,0.00%
Mon State,Mudon,165376,70758,6078,76836,12752,161,12913,63923,46.46%,National Unity Party (NUP),585,0.92%
Mon State,Mudon,165376,70758,6078,76836,12752,161,12913,63923,46.46%,National Development Party,550,0.86%
Mon State,Mudon,165376,70758,6078,76836,12752,161,12913,63923,46.46%,National Democratic Force (NDF),749,1.17%
Mon State,Ye,168826,75299,6420,81719,6826,1532,8358,73361,48.40%,Union Solidarity and Development Party (USDP),11200,15.27%
Mon State,Ye,168826,75299,6420,81719,6826,1532,8358,73361,48.40%,All Mon Regions Democracy Party,13043,17.78%
Mon State,Ye,168826,75299,6420,81719,6826,1532,8358,73361,48.40%,Mon National Party,18712,25.51%
Mon State,Ye,168826,75299,6420,81719,6826,1532,8358,73361,48.40%,National League for Democracy (NLD),30406,41.45%
Mon State,Thaton,175938,92642,4254,96896,7069,338,7407,89489,55.07%,Union Solidarity and Development Party (USDP),23107,25.82%
Mon State,Thaton,175938,92642,4254,96896,7069,338,7407,89489,55.07%,Pao National Organisation (PNO),5439,6.08%
Mon State,Thaton,175938,92642,4254,96896,7069,338,7407,89489,55.07%,Kayin People Party,4524,5.06%
Mon State,Thaton,175938,92642,4254,96896,7069,338,7407,89489,55.07%,National League for Democracy (NLD),48283,53.95%
Mon State,Thaton,175938,92642,4254,96896,7069,338,7407,89489,55.07%,National Development Party,2182,2.44%
Mon State,Thaton,175938,92642,4254,96896,7069,338,7407,89489,55.07%,88 Generation Democracy,483,0.54%
Mon State,Thaton,175938,92642,4254,96896,7069,338,7407,89489,55.07%,National Unity Party (NUP),2946,3.29%
Mon State,Thaton,175938,92642,4254,96896,7069,338,7407,89489,55.07%,Individual,2525,2.82%
Mon State,Paung,172157,79364,5939,85303,6706,22,6728,78575,49.55%,National Unity Party (NUP),2846,3.62%
Mon State,Paung,172157,79364,5939,85303,6706,22,6728,78575,49.55%,Phlone-Sqaw Democratic Party,2081,2.65%
Mon State,Paung,172157,79364,5939,85303,6706,22,6728,78575,49.55%,The 88 Generation Students Youth (Union of Myanmar),2597,3.31%
Mon State,Paung,172157,79364,5939,85303,6706,22,6728,78575,49.55%,National Democratic Force (NDF),1366,1.74%
Mon State,Paung,172157,79364,5939,85303,6706,22,6728,78575,49.55%,Mon National Party,6928,8.82%
Mon State,Paung,172157,79364,5939,85303,6706,22,6728,78575,49.55%,National League for Democracy (NLD),32831,41.78%
Mon State,Paung,172157,79364,5939,85303,6706,22,6728,78575,49.55%,Union Solidarity and Development Party (USDP),22748,28.95%
Mon State,Paung,172157,79364,5939,85303,6706,22,6728,78575,49.55%,All Mon Regions Democracy Party,4512,5.74%
Mon State,Paung,172157,79364,5939,85303,6706,22,6728,78575,49.55%,National Development Party,1364,1.74%
Mon State,Paung,172157,79364,5939,85303,6706,22,6728,78575,49.55%,Individual,1302,1.66%
Mon State,Kyaikto,110779,68297,6171,74468,6202,163,6365,68103,67.22%,National League for Democracy (NLD),42139,61.88%
Mon State,Kyaikto,110779,68297,6171,74468,6202,163,6365,68103,67.22%,Federal Union Party (FUP),332,0.49%
Mon State,Kyaikto,110779,68297,6171,74468,6202,163,6365,68103,67.22%,National Development Party,1030,1.51%
Mon State,Kyaikto,110779,68297,6171,74468,6202,163,6365,68103,67.22%,National Unity Party (NUP),1763,2.59%
Mon State,Kyaikto,110779,68297,6171,74468,6202,163,6365,68103,67.22%,Union Solidarity and Development Party (USDP),20674,30.36%
Mon State,Kyaikto,110779,68297,6171,74468,6202,163,6365,68103,67.22%,Mon National Party,2165,3.18%
Mon State,Bilin,127021,67729,4488,72217,6275,1637,7912,64305,56.85%,Union Solidarity and Development Party (USDP),22446,34.91%
Mon State,Bilin,127021,67729,4488,72217,6275,1637,7912,64305,56.85%,National League for Democracy (NLD),35341,54.96%
Mon State,Bilin,127021,67729,4488,72217,6275,1637,7912,64305,56.85%,National Development Party,2329,3.62%
Mon State,Bilin,127021,67729,4488,72217,6275,1637,7912,64305,56.85%,National Unity Party (NUP),2546,3.96%
Mon State,Bilin,127021,67729,4488,72217,6275,1637,7912,64305,56.85%,National Democratic Force (NDF),1643,2.56%
Rakhine State,Sittwe,103946,66204,4975,71179,5382,105,5487,65692,68.48%,Union Solidarity and Development Party (USDP),16816,25.60%
Rakhine State,Sittwe,103946,66204,4975,71179,5382,105,5487,65692,68.48%,Arakan National Party,44027,67.02%
Rakhine State,Sittwe,103946,66204,4975,71179,5382,105,5487,65692,68.48%,Arakan Patriot Party,1877,2.86%
Rakhine State,Sittwe,103946,66204,4975,71179,5382,105,5487,65692,68.48%,National Unity Party (NUP),832,1.27%
Rakhine State,Sittwe,103946,66204,4975,71179,5382,105,5487,65692,68.48%,National League for Democracy (NLD),2140,3.26%
Rakhine State,Ponnagyun,94810,58208,3041,61249,6206,73,6279,54970,64.60%,Union Solidarity and Development Party (USDP),10296,18.73%
Rakhine State,Ponnagyun,94810,58208,3041,61249,6206,73,6279,54970,64.60%,Individual,1895,3.45%
Rakhine State,Ponnagyun,94810,58208,3041,61249,6206,73,6279,54970,64.60%,National League for Democracy (NLD),7943,14.45%
Rakhine State,Ponnagyun,94810,58208,3041,61249,6206,73,6279,54970,64.60%,National Unity Party (NUP),2371,4.31%
Rakhine State,Ponnagyun,94810,58208,3041,61249,6206,73,6279,54970,64.60%,Arakan National Party,32465,59.06%
Rakhine State,Mrauk-U,141446,90303,5284,95587,6873,71,6944,88643,67.58%,National League for Democracy (NLD),3384,3.82%
Rakhine State,Mrauk-U,141446,90303,5284,95587,6873,71,6944,88643,67.58%,Mro National Democracy Party (M.N.D.P),3389,3.82%
Rakhine State,Mrauk-U,141446,90303,5284,95587,6873,71,6944,88643,67.58%,Union Solidarity and Development Party (USDP),9624,10.86%
Rakhine State,Mrauk-U,141446,90303,5284,95587,6873,71,6944,88643,67.58%,Khami National Development Party,3278,3.70%
Rakhine State,Mrauk-U,141446,90303,5284,95587,6873,71,6944,88643,67.58%,National Unity Party (NUP),1938,2.19%
Rakhine State,Mrauk-U,141446,90303,5284,95587,6873,71,6944,88643,67.58%,Arakan National Party,67030,75.62%
Rakhine State,Kyauktaw,130730,79379,5424,84803,2484,397,2881,81922,64.87%,Union Solidarity and Development Party (USDP),16912,20.64%
Rakhine State,Kyauktaw,130730,79379,5424,84803,2484,397,2881,81922,64.87%,Arakan Patriot Party,1945,2.37%
Rakhine State,Kyauktaw,130730,79379,5424,84803,2484,397,2881,81922,64.87%,National League for Democracy (NLD),5660,6.91%
Rakhine State,Kyauktaw,130730,79379,5424,84803,2484,397,2881,81922,64.87%,National Unity Party (NUP),1680,2.05%
Rakhine State,Kyauktaw,130730,79379,5424,84803,2484,397,2881,81922,64.87%,Arakan National Party,55725,68.02%
Rakhine State,Minbya,117318,76320,3800,80120,7451,144,7595,72525,68.29%,National Unity Party (NUP),1652,2.28%
Rakhine State,Minbya,117318,76320,3800,80120,7451,144,7595,72525,68.29%,Rakhine State National United Party,2808,3.87%
Rakhine State,Minbya,117318,76320,3800,80120,7451,144,7595,72525,68.29%,Arakan National Party,45047,62.11%
Rakhine State,Minbya,117318,76320,3800,80120,7451,144,7595,72525,68.29%,Chin National Democratic Party,2715,3.74%
Rakhine State,Minbya,117318,76320,3800,80120,7451,144,7595,72525,68.29%,National League for Democracy (NLD),4191,5.78%
Rakhine State,Minbya,117318,76320,3800,80120,7451,144,7595,72525,68.29%,Union Solidarity and Development Party (USDP),16112,22.22%
Rakhine State,Myebon,87111,54669,1958,56627,6587,109,6696,49931,65.01%,National League for Democracy (NLD),5873,11.76%
Rakhine State,Myebon,87111,54669,1958,56627,6587,109,6696,49931,65.01%,Union Solidarity and Development Party (USDP),13662,27.36%
Rakhine State,Myebon,87111,54669,1958,56627,6587,109,6696,49931,65.01%,Arakan National Party,25345,50.76%
Rakhine State,Myebon,87111,54669,1958,56627,6587,109,6696,49931,65.01%,National Unity Party (NUP),1453,2.91%
Rakhine State,Myebon,87111,54669,1958,56627,6587,109,6696,49931,65.01%,Arakan Patriot Party,3598,7.21%
Rakhine State,Pauktaw,98159,60686,1396,62082,6502,101,6603,55479,63.25%,Individual,1245,2.24%
Rakhine State,Pauktaw,98159,60686,1396,62082,6502,101,6603,55479,63.25%,National League for Democracy (NLD),1517,2.73%
Rakhine State,Pauktaw,98159,60686,1396,62082,6502,101,6603,55479,63.25%,Union Solidarity and Development Party (USDP),8476,15.28%
Rakhine State,Pauktaw,98159,60686,1396,62082,6502,101,6603,55479,63.25%,National Unity Party (NUP),1214,2.19%
Rakhine State,Pauktaw,98159,60686,1396,62082,6502,101,6603,55479,63.25%,Arakan Patriot Party,2184,3.94%
Rakhine State,Pauktaw,98159,60686,1396,62082,6502,101,6603,55479,63.25%,Arakan National Party,40843,73.62%
Rakhine State,Rathedaung,87875,52064,2302,54366,5585,27,5612,48754,61.87%,Arakan National Party,38751,79.48%
Rakhine State,Rathedaung,87875,52064,2302,54366,5585,27,5612,48754,61.87%,National League for Democracy (NLD),1595,3.27%
Rakhine State,Rathedaung,87875,52064,2302,54366,5585,27,5612,48754,61.87%,Union Solidarity and Development Party (USDP),7254,14.88%
Rakhine State,Rathedaung,87875,52064,2302,54366,5585,27,5612,48754,61.87%,National Unity Party (NUP),1154,2.37%
Rakhine State,Maungdaw,24008,16433,2606,19039,1625,5,1630,17409,79.30%,National League for Democracy (NLD),814,4.68%
Rakhine State,Maungdaw,24008,16433,2606,19039,1625,5,1630,17409,79.30%,Union Solidarity and Development Party (USDP),7595,43.63%
Rakhine State,Maungdaw,24008,16433,2606,19039,1625,5,1630,17409,79.30%,Arakan National Party,9000,51.70%
Rakhine State,Buthidaung,36069,24279,4955,29234,2590,202,2792,26442,81.05%,Union Solidarity and Development Party (USDP),10496,39.69%
Rakhine State,Buthidaung,36069,24279,4955,29234,2590,202,2792,26442,81.05%,Mro National Development Party (MNDP),1053,3.98%
Rakhine State,Buthidaung,36069,24279,4955,29234,2590,202,2792,26442,81.05%,Khami National Development Party,1833,6.93%
Rakhine State,Buthidaung,36069,24279,4955,29234,2590,202,2792,26442,81.05%,Individual,328,1.24%
Rakhine State,Buthidaung,36069,24279,4955,29234,2590,202,2792,26442,81.05%,National League for Democracy (NLD),714,2.70%
Rakhine State,Buthidaung,36069,24279,4955,29234,2590,202,2792,26442,81.05%,Arakan National Party,12018,45.45%
Rakhine State,Kyaukpyu,108776,68270,3443,71713,9262,2645,11907,59806,65.93%,Union Solidarity and Development Party (USDP),14060,23.51%
Rakhine State,Kyaukpyu,108776,68270,3443,71713,9262,2645,11907,59806,65.93%,Arakan National Party,27138,45.38%
Rakhine State,Kyaukpyu,108776,68270,3443,71713,9262,2645,11907,59806,65.93%,Individual,1029,1.72%
Rakhine State,Kyaukpyu,108776,68270,3443,71713,9262,2645,11907,59806,65.93%,Rakhine State National United Party,4210,7.04%
Rakhine State,Kyaukpyu,108776,68270,3443,71713,9262,2645,11907,59806,65.93%,Individual 2,3866,6.46%
Rakhine State,Kyaukpyu,108776,68270,3443,71713,9262,2645,11907,59806,65.93%,National League for Democracy (NLD),7926,13.25%
Rakhine State,Kyaukpyu,108776,68270,3443,71713,9262,2645,11907,59806,65.93%,Individual 3,380,0.64%
Rakhine State,Kyaukpyu,108776,68270,3443,71713,9262,2645,11907,59806,65.93%,Individual 4,1197,2.00%
Rakhine State,Munaung,47598,30736,1850,32586,2373,41,2414,30172,68.46%,National Unity Party (NUP),1086,3.60%
Rakhine State,Munaung,47598,30736,1850,32586,2373,41,2414,30172,68.46%,National League for Democracy (NLD),13198,43.74%
Rakhine State,Munaung,47598,30736,1850,32586,2373,41,2414,30172,68.46%,Arakan Patriot Party,835,2.77%
Rakhine State,Munaung,47598,30736,1850,32586,2373,41,2414,30172,68.46%,Arakan National Party,6571,21.78%
Rakhine State,Munaung,47598,30736,1850,32586,2373,41,2414,30172,68.46%,Union Solidarity and Development Party (USDP),8482,28.11%
Rakhine State,Ramree,72128,46761,2234,48995,4554,369,4923,44072,67.93%,Union Solidarity and Development Party (USDP),14707,33.37%
Rakhine State,Ramree,72128,46761,2234,48995,4554,369,4923,44072,67.93%,Rakhine State National United Party,2934,6.66%
Rakhine State,Ramree,72128,46761,2234,48995,4554,369,4923,44072,67.93%,Arakan National Party,19650,44.59%
Rakhine State,Ramree,72128,46761,2234,48995,4554,369,4923,44072,67.93%,National League for Democracy (NLD),6781,15.39%
Rakhine State,Ann,73799,46035,4124,50159,7252,82,7334,42825,67.97%,Chin League for Democracy,1886,4.40%
Rakhine State,Ann,73799,46035,4124,50159,7252,82,7334,42825,67.97%,Arakan National Party,12532,29.26%
Rakhine State,Ann,73799,46035,4124,50159,7252,82,7334,42825,67.97%,National Unity Party (NUP),2713,6.34%
Rakhine State,Ann,73799,46035,4124,50159,7252,82,7334,42825,67.97%,National League for Democracy (NLD),11081,25.88%
Rakhine State,Ann,73799,46035,4124,50159,7252,82,7334,42825,67.97%,Chin National Democratic Party,1576,3.68%
Rakhine State,Ann,73799,46035,4124,50159,7252,82,7334,42825,67.97%,Union Solidarity and Development Party (USDP),13037,30.44%
Rakhine State,Thandwe,89365,63207,4745,67952,4091,132,4223,63729,76.04%,Individual,707,1.11%
Rakhine State,Thandwe,89365,63207,4745,67952,4091,132,4223,63729,76.04%,Rakhine State National United Party,3492,5.48%
Rakhine State,Thandwe,89365,63207,4745,67952,4091,132,4223,63729,76.04%,National League for Democracy (NLD),23551,36.95%
Rakhine State,Thandwe,89365,63207,4745,67952,4091,132,4223,63729,76.04%,Arakan National Party,17847,28.00%
Rakhine State,Thandwe,89365,63207,4745,67952,4091,132,4223,63729,76.04%,Union Solidarity and Development Party (USDP),16661,26.14%
Rakhine State,Thandwe,89365,63207,4745,67952,4091,132,4223,63729,76.04%,National Unity Party (NUP),1471,2.31%
Rakhine State,Toungup,105921,71928,3408,75336,7532,114,7646,67690,71.12%,National Unity Party (NUP),2565,3.79%
Rakhine State,Toungup,105921,71928,3408,75336,7532,114,7646,67690,71.12%,National League for Democracy (NLD),28134,41.56%
Rakhine State,Toungup,105921,71928,3408,75336,7532,114,7646,67690,71.12%,Rakhine State National United Party,2853,4.21%
Rakhine State,Toungup,105921,71928,3408,75336,7532,114,7646,67690,71.12%,Union Solidarity and Development Party (USDP),16041,23.70%
Rakhine State,Toungup,105921,71928,3408,75336,7532,114,7646,67690,71.12%,Arakan National Party,18097,26.74%
Rakhine State,Gwa,47733,36596,2116,38712,3215,6,3221,35491,81.10%,Union Solidarity and Development Party (USDP),7570,21.33%
Rakhine State,Gwa,47733,36596,2116,38712,3215,6,3221,35491,81.10%,National Unity Party (NUP),1855,5.23%
Rakhine State,Gwa,47733,36596,2116,38712,3215,6,3221,35491,81.10%,Arakan National Party,3803,10.72%
Rakhine State,Gwa,47733,36596,2116,38712,3215,6,3221,35491,81.10%,National League for Democracy (NLD),22263,62.73%
Yangon Region,Insein,185718,133322,8405,141727,6540,3929,10469,131258,76.31%,Union Solidarity and Development Party (USDP),24733,18.84%
Yangon Region,Insein,185718,133322,8405,141727,6540,3929,10469,131258,76.31%,Kayin People Party,1709,1.30%
Yangon Region,Insein,185718,133322,8405,141727,6540,3929,10469,131258,76.31%,Federal Union Party (FUP),533,0.41%
Yangon Region,Insein,185718,133322,8405,141727,6540,3929,10469,131258,76.31%,United Democratic Party (UDP),233,0.18%
Yangon Region,Insein,185718,133322,8405,141727,6540,3929,10469,131258,76.31%,Individual,1533,1.17%
Yangon Region,Insein,185718,133322,8405,141727,6540,3929,10469,131258,76.31%,National League for Democracy (NLD),99702,75.96%
Yangon Region,Insein,185718,133322,8405,141727,6540,3929,10469,131258,76.31%,Individual 2,361,0.28%
Yangon Region,Insein,185718,133322,8405,141727,6540,3929,10469,131258,76.31%,National Development Party,1103,0.84%
Yangon Region,Insein,185718,133322,8405,141727,6540,3929,10469,131258,76.31%,National Unity Party (NUP),1351,1.03%
